CompDate,HomeTeam,AwayTeam,Score,YearDivision
Prem03 Aug,St. Patrick's Athletic,Derry City,0 - 2FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem04 Aug,Finn Harps,Shelbourne,0 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem07 Aug,Bohemians,Dundalk,2 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem07 Aug,St. Patrick's Athletic,Finn Harps,2 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem08 Aug,Waterford,Cork City,0 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem08 Aug,Sligo Rovers,Shelbourne,2 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem09 Aug,Derry City,Shamrock Rovers,1 - 2FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem14 Aug,Dundalk,Waterford,2 - 2FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem14 Aug,Cork City,Sligo Rovers,3 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem15 Aug,Finn Harps,Bohemians,0 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem15 Aug,Shelbourne,Derry City,1 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem16 Aug,St. Patrick's Athletic,Shamrock Rovers,0 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem18 Aug,Sligo Rovers,Waterford,2 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem21 Aug,Derry City,Cork City,3 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem21 Aug,Shamrock Rovers,Shelbourne,0 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem22 Aug,Bohemians,St. Patrick's Athletic,2 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem22 Aug,Sligo Rovers,Dundalk,3 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem23 Aug,Waterford,Finn Harps,2 - 3FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem04 Sep,Waterford,St. Patrick's Athletic,3 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem05 Sep,Shamrock Rovers,Bohemians,1 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem05 Sep,Shelbourne,Cork City,1 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem07 Sep,Sligo Rovers,Finn Harps,3 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem11 Sep,Bohemians,Waterford,0 - 2FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem11 Sep,Dundalk,Shelbourne,3 - 2FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem12 Sep,Cork City,Shamrock Rovers,0 - 3FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem12 Sep,St. Patrick's Athletic,Sligo Rovers,0 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem13 Sep,Finn Harps,Derry City,0 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem18 Sep,Derry City,St. Patrick's Athletic,0 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem18 Sep,Sligo Rovers,Bohemians,0 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem19 Sep,Shelbourne,Finn Harps,1 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem21 Sep,Shamrock Rovers,Waterford,6 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem25 Sep,Bohemians,Derry City,2 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem26 Sep,Waterford,Sligo Rovers,1 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem26 Sep,St. Patrick's Athletic,Shelbourne,2 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem27 Sep,Finn Harps,Cork City,1 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem27 Sep,Dundalk,Shamrock Rovers,0 - 4FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem29 Sep,Sligo Rovers,Derry City,1 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem02 Oct,Derry City,Waterford,2 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem02 Oct,Shamrock Rovers,Sligo Rovers,4 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem03 Oct,Cork City,St. Patrick's Athletic,1 - 2FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem03 Oct,Shelbourne,Bohemians,1 - 3FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem04 Oct,Dundalk,Finn Harps,0 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem09 Oct,Bohemians,Cork City,3 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem10 Oct,Waterford,Shelbourne,0 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem13 Oct,Cork City,Dundalk,0 - 2FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem16 Oct,Dundalk,Bohemians,0 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem17 Oct,Cork City,Waterford,0 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem18 Oct,Shelbourne,Sligo Rovers,1 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem19 Oct,Derry City,Dundalk,1 - 2FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem23 Oct,Derry City,Shelbourne,2 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem24 Oct,Sligo Rovers,Cork City,2 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem24 Oct,Bohemians,Finn Harps,0 - 2FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem25 Oct,Waterford,Dundalk,1 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem28 Oct,Finn Harps,St. Patrick's Athletic,3 - 2FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem01 Nov,St. Patrick's Athletic,Dundalk,1 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem01 Nov,Finn Harps,Shamrock Rovers,0 - 2FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem04 Nov,Shamrock Rovers,St. Patrick's Athletic,0 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem07 Nov,Shamrock Rovers,Derry City,2 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem09 Nov,Cork City,Derry City,1 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem09 Nov,Dundalk,Sligo Rovers,0 - 2FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem09 Nov,Finn Harps,Waterford,1 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem09 Nov,St. Patrick's Athletic,Bohemians,1 - 2FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem09 Nov,Shelbourne,Shamrock Rovers,0 - 2FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem15 Feb,Waterford,Shamrock Rovers,1 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem15 Feb,St. Patrick's Athletic,Cork City,1 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem15 Feb,Dundalk,Sligo Rovers,1 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem15 Feb,Derry City,UCD,3 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem15 Feb,Bohemians,Finn Harps,1 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem22 Feb,UCD,Bohemians,0 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem22 Feb,Sligo Rovers,St. Patrick's Athletic,0 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem22 Feb,Cork City,Waterford,0 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem22 Feb,Shamrock Rovers,Derry City,2 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem22 Feb,Finn Harps,Dundalk,1 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem25 Feb,Sligo Rovers,Cork City,1 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem25 Feb,St. Patrick's Athletic,Finn Harps,0 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem25 Feb,Dundalk,UCD,2 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem25 Feb,Derry City,Waterford,3 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem25 Feb,Bohemians,Shamrock Rovers,1 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem01 Mar,Waterford,Bohemians,0 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem01 Mar,UCD,St. Patrick's Athletic,1 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem01 Mar,Cork City,Derry City,0 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem01 Mar,Shamrock Rovers,Dundalk,0 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem01 Mar,Finn Harps,Sligo Rovers,1 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem04 Mar,Shamrock Rovers,Finn Harps,3 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem08 Mar,St. Patrick's Athletic,Shamrock Rovers,0 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem08 Mar,Dundalk,Waterford,4 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem08 Mar,Bohemians,Derry City,1 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem08 Mar,Finn Harps,Cork City,3 - 4FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem09 Mar,Sligo Rovers,UCD,1 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem15 Mar,Waterford,St. Patrick's Athletic,2 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem15 Mar,UCD,Finn Harps,3 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem15 Mar,Derry City,Dundalk,0 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem15 Mar,Cork City,Bohemians,2 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem15 Mar,Shamrock Rovers,Sligo Rovers,3 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem22 Mar,Finn Harps,Shamrock Rovers,0 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem29 Mar,Waterford,Finn Harps,4 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem29 Mar,Dundalk,Cork City,1 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem29 Mar,Derry City,Sligo Rovers,2 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem29 Mar,Bohemians,St. Patrick's Athletic,1 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem29 Mar,Shamrock Rovers,UCD,3 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem05 Apr,UCD,Waterford,4 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem05 Apr,St. Patrick's Athletic,Dundalk,1 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem05 Apr,Cork City,Shamrock Rovers,1 - 3FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem05 Apr,Finn Harps,Derry City,2 - 3FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem06 Apr,Sligo Rovers,Bohemians,0 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem12 Apr,Cork City,St. Patrick's Athletic,1 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem12 Apr,Sligo Rovers,Dundalk,2 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem12 Apr,UCD,Derry City,0 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem12 Apr,Shamrock Rovers,Waterford,2 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem12 Apr,Finn Harps,Bohemians,0 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem15 Apr,Sligo Rovers,Waterford,0 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem15 Apr,UCD,Cork City,2 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem15 Apr,St. Patrick's Athletic,Derry City,1 - 3FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem15 Apr,Dundalk,Bohemians,1 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem19 Apr,Waterford,Cork City,2 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem19 Apr,St. Patrick's Athletic,Sligo Rovers,2 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem19 Apr,Dundalk,Finn Harps,3 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem19 Apr,Derry City,Shamrock Rovers,0 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem19 Apr,Bohemians,UCD,3 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem22 Apr,UCD,Dundalk,1 - 3FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem22 Apr,Waterford,Derry City,2 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem22 Apr,Finn Harps,St. Patrick's Athletic,0 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem22 Apr,Cork City,Sligo Rovers,0 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem23 Apr,Shamrock Rovers,Bohemians,0 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem26 Apr,Derry City,Cork City,2 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
